      step          time          <dt>         rho_c         v_max        Kn_min  <dt lim>  <dr lim>  <du lim>  <n_iter_cr>  <n_iter_dr>
  50500000  1.656523e+04  1.204883e-04  3.172225e+04  1.074525e+00  2.106419e-04  4.10e+03  8.55e-02  9.50e-01  0.00000e+00  1.00000e+00
  50600000  1.657745e+04  1.221691e-04  3.189841e+04  1.075126e+00  2.099421e-04  4.18e+03  8.37e-02  9.50e-01  0.00000e+00  1.00000e+00
  50700000  1.658990e+04  1.245559e-04  3.207895e+04  1.075738e+00  2.092313e-04  4.29e+03  8.11e-02  9.50e-01  0.00000e+00  1.00000e+00
  50800000  1.660267e+04  1.277252e-04  3.226508e+04  1.076366e+00  2.085052e-04  4.43e+03  7.76e-02  9.50e-01  0.00000e+00  1.00000e+00
  50900000  1.661585e+04  1.317951e-04  3.245819e+04  1.077015e+00  2.077588e-04  4.60e+03  7.31e-02  9.50e-01  0.00000e+00  1.00000e+00
  51000000  1.662955e+04  1.369462e-04  3.266000e+04  1.077688e+00  2.069865e-04  4.81e+03  7.06e-02  9.50e-01  0.00000e+00  1.00000e+00
  51100000  1.664389e+04  1.434549e-04  3.287264e+04  1.078394e+00  2.061809e-04  5.07e+03  7.86e-02  9.50e-01  0.00000e+00  1.00000e+00
  51200000  1.665907e+04  1.517291e-04  3.309893e+04  1.079140e+00  2.053328e-04  5.41e+03  9.02e-02  9.50e-01  0.00000e+00  1.00000e+00
  51300000  1.667445e+04  1.538356e-04  3.332981e+04  1.079897e+00  2.044771e-04  5.52e+03  9.51e-02  9.50e-01  0.00000e+00  1.00000e+00
  51400000  1.668943e+04  1.498078e-04  3.355604e+04  1.080633e+00  2.036478e-04  5.42e+03  9.29e-02  9.50e-01  0.00000e+00  1.00000e+00
  51500000  1.670400e+04  1.456698e-04  3.377734e+04  1.081348e+00  2.028453e-04  5.31e+03  9.08e-02  9.50e-01  0.00000e+00  1.00000e+00
  51600000  1.671815e+04  1.414934e-04  3.399353e+04  1.082042e+00  2.020695e-04  5.19e+03  8.91e-02  9.50e-01  0.00000e+00  1.00000e+00
  51700000  1.673189e+04  1.373758e-04  3.420459e+04  1.082716e+00  2.013198e-04  5.08e+03  8.77e-02  9.50e-01  0.00000e+00  1.00000e+00
  51800000  1.674523e+04  1.334264e-04  3.441069e+04  1.083369e+00  2.005950e-04  4.97e+03  8.67e-02  9.50e-01  0.00000e+00  1.00000e+00
  51900000  1.675820e+04  1.297541e-04  3.461216e+04  1.084004e+00  1.998932e-04  4.86e+03  8.62e-02  9.50e-01  0.00000e+00  1.00000e+00
  52000000  1.677085e+04  1.264565e-04  3.480951e+04  1.084622e+00  1.992122e-04  4.77e+03  8.60e-02  9.50e-01  0.00000e+00  1.00000e+00
  52100000  1.678321e+04  1.236128e-04  3.500338e+04  1.085226e+00  1.985492e-04  4.69e+03  8.61e-02  9.50e-01  0.00000e+00  1.00000e+00
  52200000  1.679534e+04  1.212816e-04  3.519453e+04  1.085818e+00  1.979013e-04  4.63e+03  8.64e-02  9.50e-01  0.00000e+00  1.00000e+00
  52300000  1.680729e+04  1.195019e-04  3.538379e+04  1.086401e+00  1.972654e-04  4.59e+03  8.68e-02  9.50e-01  0.00000e+00  1.00000e+00
  52400000  1.681912e+04  1.182964e-04  3.557205e+04  1.086978e+00  1.966383e-04  4.57e+03  8.72e-02  9.50e-01  0.00000e+00  1.00000e+00
  52500000  1.683089e+04  1.176776e-04  3.576024e+04  1.087552e+00  1.960167e-04  4.57e+03  8.73e-02  9.50e-01  0.00000e+00  1.00000e+00
  52600000  1.684265e+04  1.176527e-04  3.594931e+04  1.088125e+00  1.953975e-04  4.60e+03  8.72e-02  9.50e-01  0.00000e+00  1.00000e+00
  52700000  1.685447e+04  1.182307e-04  3.614025e+04  1.088702e+00  1.947775e-04  4.65e+03  8.65e-02  9.50e-01  0.00000e+00  1.00000e+00
  52800000  1.686642e+04  1.194274e-04  3.633408e+04  1.089284e+00  1.941534e-04  4.72e+03  8.53e-02  9.50e-01  0.00000e+00  1.00000e+00
  52900000  1.687854e+04  1.212723e-04  3.653190e+04  1.089876e+00  1.935219e-04  4.82e+03  8.33e-02  9.50e-01  0.00000e+00  1.00000e+00
  53000000  1.689093e+04  1.238157e-04  3.673492e+04  1.090480e+00  1.928795e-04  4.95e+03  8.06e-02  9.50e-01  0.00000e+00  1.00000e+00
  53100000  1.690364e+04  1.271378e-04  3.694448e+04  1.091100e+00  1.922223e-04  5.12e+03  7.69e-02  9.50e-01  0.00000e+00  1.00000e+00
  53200000  1.691678e+04  1.313625e-04  3.716219e+04  1.091742e+00  1.915458e-04  5.32e+03  7.22e-02  9.50e-01  0.00000e+00  1.00000e+00
  53300000  1.693044e+04  1.366788e-04  3.738998e+04  1.092409e+00  1.908448e-04  5.57e+03  7.05e-02  9.50e-01  0.00000e+00  1.00000e+00
  53400000  1.694478e+04  1.433766e-04  3.763032e+04  1.093109e+00  1.901126e-04  5.89e+03  7.90e-02  9.50e-01  0.00000e+00  1.00000e+00
  53500000  1.695996e+04  1.517894e-04  3.788631e+04  1.093850e+00  1.893409e-04  6.28e+03  9.06e-02  9.50e-01  0.00000e+00  1.00000e+00
  53600000  1.697527e+04  1.531003e-04  3.814611e+04  1.094597e+00  1.885662e-04  6.38e+03  9.45e-02  9.50e-01  0.00000e+00  1.00000e+00
  53700000  1.699018e+04  1.490765e-04  3.840063e+04  1.095324e+00  1.878155e-04  6.26e+03  9.22e-02  9.50e-01  0.00000e+00  1.00000e+00
  53800000  1.700467e+04  1.449243e-04  3.864950e+04  1.096030e+00  1.870892e-04  6.13e+03  9.00e-02  9.50e-01  0.00000e+00  1.00000e+00
  53900000  1.701874e+04  1.407194e-04  3.889252e+04  1.096715e+00  1.863873e-04  5.99e+03  8.83e-02  9.50e-01  0.00000e+00  1.00000e+00
  54000000  1.703240e+04  1.365630e-04  3.912964e+04  1.097380e+00  1.857092e-04  5.85e+03  8.69e-02  9.50e-01  0.00000e+00  1.00000e+00
  54100000  1.704566e+04  1.325676e-04  3.936103e+04  1.098024e+00  1.850539e-04  5.72e+03  8.60e-02  9.50e-01  0.00000e+00  1.00000e+00
  54200000  1.705854e+04  1.288447e-04  3.958707e+04  1.098649e+00  1.844198e-04  5.59e+03  8.54e-02  9.50e-01  0.00000e+00  1.00000e+00
  54300000  1.707109e+04  1.254933e-04  3.980833e+04  1.099258e+00  1.838048e-04  5.48e+03  8.53e-02  9.50e-01  0.00000e+00  1.00000e+00
  54400000  1.708335e+04  1.225933e-04  4.002552e+04  1.099852e+00  1.832064e-04  5.39e+03  8.55e-02  9.50e-01  0.00000e+00  1.00000e+00
  54500000  1.709537e+04  1.202030e-04  4.023950e+04  1.100434e+00  1.826220e-04  5.32e+03  8.60e-02  9.50e-01  0.00000e+00  1.00000e+00
  54600000  1.710721e+04  1.183602e-04  4.045121e+04  1.101007e+00  1.820487e-04  5.26e+03  8.65e-02  9.50e-01  0.00000e+00  1.00000e+00
  54700000  1.711891e+04  1.170859e-04  4.066163e+04  1.101573e+00  1.814836e-04  5.24e+03  8.69e-02  9.50e-01  0.00000e+00  1.00000e+00
  54800000  1.713055e+04  1.163900e-04  4.087180e+04  1.102136e+00  1.809240e-04  5.24e+03  8.73e-02  9.50e-01  0.00000e+00  1.00000e+00
  54900000  1.714218e+04  1.162769e-04  4.108276e+04  1.102699e+00  1.803668e-04  5.26e+03  8.72e-02  9.50e-01  0.00000e+00  1.00000e+00
  55000000  1.715386e+04  1.167515e-04  4.129561e+04  1.103264e+00  1.798092e-04  5.31e+03  8.68e-02  9.50e-01  0.00000e+00  1.00000e+00
  55100000  1.716564e+04  1.178249e-04  4.151146e+04  1.103834e+00  1.792485e-04  5.39e+03  8.57e-02  9.50e-01  0.00000e+00  1.00000e+00
  55200000  1.717759e+04  1.195203e-04  4.173150e+04  1.104412e+00  1.786817e-04  5.50e+03  8.40e-02  9.50e-01  0.00000e+00  1.00000e+00
  55300000  1.718978e+04  1.218791e-04  4.195701e+04  1.105002e+00  1.781057e-04  5.64e+03  8.15e-02  9.50e-01  0.00000e+00  1.00000e+00
  55400000  1.720227e+04  1.249697e-04  4.218944e+04  1.105608e+00  1.775172e-04  5.82e+03  7.81e-02  9.50e-01  0.00000e+00  1.00000e+00
  55500000  1.721516e+04  1.288984e-04  4.243044e+04  1.106232e+00  1.769124e-04  6.04e+03  7.37e-02  9.50e-01  0.00000e+00  1.00000e+00
  55600000  1.722855e+04  1.338272e-04  4.268203e+04  1.106881e+00  1.762869e-04  6.31e+03  6.92e-02  9.50e-01  0.00000e+00  1.00000e+00
  55700000  1.724255e+04  1.400041e-04  4.294671e+04  1.107559e+00  1.756351e-04  6.65e+03  7.48e-02  9.50e-01  0.00000e+00  1.00000e+00
  55800000  1.725733e+04  1.478142e-04  4.322780e+04  1.108275e+00  1.749500e-04  7.07e+03  8.52e-02  9.50e-01  0.00000e+00  1.00000e+00
  55900000  1.727271e+04  1.537755e-04  4.352200e+04  1.109020e+00  1.742406e-04  7.41e+03  9.43e-02  9.50e-01  0.00000e+00  1.00000e+00
  56000000  1.728774e+04  1.503505e-04  4.381140e+04  1.109748e+00  1.735502e-04  7.29e+03  9.25e-02  9.50e-01  0.00000e+00  1.00000e+00
  56100000  1.730237e+04  1.462412e-04  4.409454e+04  1.110456e+00  1.728819e-04  7.15e+03  9.02e-02  9.50e-01  0.00000e+00  1.00000e+00
  56200000  1.731657e+04  1.420258e-04  4.437106e+04  1.111142e+00  1.722359e-04  6.99e+03  8.83e-02  9.50e-01  0.00000e+00  1.00000e+00
  56300000  1.733035e+04  1.377986e-04  4.464081e+04  1.111808e+00  1.716119e-04  6.83e+03  8.67e-02  9.50e-01  0.00000e+00  1.00000e+00
  56400000  1.734372e+04  1.336717e-04  4.490384e+04  1.112453e+00  1.710094e-04  6.67e+03  8.56e-02  9.50e-01  0.00000e+00  1.00000e+00
  56500000  1.735669e+04  1.297614e-04  4.516047e+04  1.113078e+00  1.704270e-04  6.51e+03  8.49e-02  9.50e-01  0.00000e+00  1.00000e+00
  56600000  1.736931e+04  1.261752e-04  4.541123e+04  1.113685e+00  1.698631e-04  6.37e+03  8.47e-02  9.50e-01  0.00000e+00  1.00000e+00
  56700000  1.738161e+04  1.230037e-04  4.565687e+04  1.114277e+00  1.693156e-04  6.25e+03  8.48e-02  9.50e-01  0.00000e+00  1.00000e+00
  56800000  1.739364e+04  1.203152e-04  4.589827e+04  1.114855e+00  1.687822e-04  6.15e+03  8.52e-02  9.50e-01  0.00000e+00  1.00000e+00
  56900000  1.740546e+04  1.181562e-04  4.613645e+04  1.115423e+00  1.682603e-04  6.07e+03  8.58e-02  9.50e-01  0.00000e+00  1.00000e+00
  57000000  1.741711e+04  1.165535e-04  4.637249e+04  1.115982e+00  1.677474e-04  6.02e+03  8.64e-02  9.50e-01  0.00000e+00  1.00000e+00
  57100000  1.742866e+04  1.155195e-04  4.660752e+04  1.116537e+00  1.672408e-04  6.00e+03  8.70e-02  9.50e-01  0.00000e+00  1.00000e+00
  57200000  1.744017e+04  1.150581e-04  4.684271e+04  1.117089e+00  1.667379e-04  6.01e+03  8.73e-02  9.50e-01  0.00000e+00  1.00000e+00
  57300000  1.745169e+04  1.151700e-04  4.707923e+04  1.117642e+00  1.662363e-04  6.05e+03  8.72e-02  9.50e-01  0.00000e+00  1.00000e+00
  57400000  1.746327e+04  1.158589e-04  4.731829e+04  1.118198e+00  1.657334e-04  6.12e+03  8.67e-02  9.50e-01  0.00000e+00  1.00000e+00
  57500000  1.747499e+04  1.171366e-04  4.756115e+04  1.118761e+00  1.652266e-04  6.23e+03  8.55e-02  9.50e-01  0.00000e+00  1.00000e+00
  57600000  1.748689e+04  1.190287e-04  4.780914e+04  1.119333e+00  1.647133e-04  6.36e+03  8.36e-02  9.50e-01  0.00000e+00  1.00000e+00
  57700000  1.749905e+04  1.215811e-04  4.806372e+04  1.119917e+00  1.641908e-04  6.54e+03  8.08e-02  9.50e-01  0.00000e+00  1.00000e+00
  57800000  1.751153e+04  1.248679e-04  4.832651e+04  1.120517e+00  1.636560e-04  6.75e+03  7.71e-02  9.50e-01  0.00000e+00  1.00000e+00
  57900000  1.752443e+04  1.290041e-04  4.859942e+04  1.121138e+00  1.631056e-04  7.02e+03  7.25e-02  9.50e-01  0.00000e+00  1.00000e+00
  58000000  1.753785e+04  1.341645e-04  4.888479e+04  1.121783e+00  1.625353e-04  7.35e+03  6.89e-02  9.50e-01  0.00000e+00  1.00000e+00
  58100000  1.755191e+04  1.406162e-04  4.918555e+04  1.122459e+00  1.619399e-04  7.75e+03  7.58e-02  9.50e-01  0.00000e+00  1.00000e+00
  58200000  1.756679e+04  1.487770e-04  4.950562e+04  1.123175e+00  1.613127e-04  8.26e+03  8.65e-02  9.50e-01  0.00000e+00  1.00000e+00
  58300000  1.758213e+04  1.533463e-04  4.983750e+04  1.123912e+00  1.606692e-04  8.57e+03  9.39e-02  9.50e-01  0.00000e+00  1.00000e+00
  58400000  1.759708e+04  1.495065e-04  5.016300e+04  1.124631e+00  1.600448e-04  8.42e+03  9.15e-02  9.50e-01  0.00000e+00  1.00000e+00
  58500000  1.761161e+04  1.453733e-04  5.048132e+04  1.125329e+00  1.594404e-04  8.24e+03  8.93e-02  9.50e-01  0.00000e+00  1.00000e+00
  58600000  1.762573e+04  1.411278e-04  5.079204e+04  1.126006e+00  1.588564e-04  8.06e+03  8.73e-02  9.50e-01  0.00000e+00  1.00000e+00
  58700000  1.763941e+04  1.368695e-04  5.109497e+04  1.126662e+00  1.582926e-04  7.87e+03  8.58e-02  9.50e-01  0.00000e+00  1.00000e+00
  58800000  1.765268e+04  1.327141e-04  5.139021e+04  1.127297e+00  1.577483e-04  7.68e+03  8.48e-02  9.50e-01  0.00000e+00  1.00000e+00
  58900000  1.766556e+04  1.287798e-04  5.167811e+04  1.127913e+00  1.572224e-04  7.50e+03  8.42e-02  9.50e-01  0.00000e+00  1.00000e+00
  59000000  1.767808e+04  1.251749e-04  5.195929e+04  1.128511e+00  1.567133e-04  7.33e+03  8.40e-02  9.50e-01  0.00000e+00  1.00000e+00
  59100000  1.769028e+04  1.219888e-04  5.223461e+04  1.129093e+00  1.562191e-04  7.19e+03  8.42e-02  9.50e-01  0.00000e+00  1.00000e+00
  59200000  1.770221e+04  1.192886e-04  5.250508e+04  1.129662e+00  1.557378e-04  7.07e+03  8.48e-02  9.50e-01  0.00000e+00  1.00000e+00
  59300000  1.771392e+04  1.171181e-04  5.277184e+04  1.130220e+00  1.552670e-04  6.98e+03  8.54e-02  9.50e-01  0.00000e+00  1.00000e+00
  59400000  1.772547e+04  1.155016e-04  5.303611e+04  1.130771e+00  1.548043e-04  6.92e+03  8.62e-02  9.50e-01  0.00000e+00  1.00000e+00
  59500000  1.773691e+04  1.144491e-04  5.329917e+04  1.131316e+00  1.543474e-04  6.89e+03  8.68e-02  9.50e-01  0.00000e+00  1.00000e+00
  59600000  1.774831e+04  1.139614e-04  5.356231e+04  1.131858e+00  1.538939e-04  6.90e+03  8.73e-02  9.50e-01  0.00000e+00  1.00000e+00
  59700000  1.775971e+04  1.140366e-04  5.382683e+04  1.132402e+00  1.534417e-04  6.94e+03  8.73e-02  9.50e-01  0.00000e+00  1.00000e+00
  59800000  1.777118e+04  1.146753e-04  5.409407e+04  1.132948e+00  1.529884e-04  7.02e+03  8.69e-02  9.50e-01  0.00000e+00  1.00000e+00
  59900000  1.778277e+04  1.158858e-04  5.436540e+04  1.133500e+00  1.525318e-04  7.13e+03  8.59e-02  9.50e-01  0.00000e+00  1.00000e+00
  60000000  1.779454e+04  1.176891e-04  5.464228e+04  1.134062e+00  1.520695e-04  7.28e+03  8.41e-02  9.50e-01  0.00000e+00  1.00000e+00
  60100000  1.780655e+04  1.201251e-04  5.492627e+04  1.134635e+00  1.515993e-04  7.48e+03  8.15e-02  9.50e-01  0.00000e+00  1.00000e+00
  60200000  1.781888e+04  1.232596e-04  5.521912e+04  1.135223e+00  1.511184e-04  7.72e+03  7.80e-02  9.50e-01  0.00000e+00  1.00000e+00
  60300000  1.783160e+04  1.271952e-04  5.552287e+04  1.135830e+00  1.506239e-04  8.01e+03  7.35e-02  9.50e-01  0.00000e+00  1.00000e+00
  60400000  1.784481e+04  1.320880e-04  5.583997e+04  1.136461e+00  1.501123e-04  8.37e+03  6.85e-02  9.50e-01  0.00000e+00  1.00000e+00
  60500000  1.785862e+04  1.381755e-04  5.617350e+04  1.137121e+00  1.495791e-04  8.81e+03  7.28e-02  9.50e-01  0.00000e+00  1.00000e+00
  60600000  1.787321e+04  1.458261e-04  5.652748e+04  1.137817e+00  1.490188e-04  9.36e+03  8.25e-02  9.50e-01  0.00000e+00  1.00000e+00
  60700000  1.788852e+04  1.531159e-04  5.690136e+04  1.138548e+00  1.484330e-04  9.90e+03  9.27e-02  9.50e-01  0.00000e+00  1.00000e+00
  60800000  1.790357e+04  1.505359e-04  5.727110e+04  1.139267e+00  1.478598e-04  9.80e+03  9.17e-02  9.50e-01  0.00000e+00  1.00000e+00
  60900000  1.791822e+04  1.464541e-04  5.763287e+04  1.139965e+00  1.473047e-04  9.60e+03  8.93e-02  9.50e-01  0.00000e+00  1.00000e+00
  61000000  1.793244e+04  1.422179e-04  5.798611e+04  1.140642e+00  1.467681e-04  9.39e+03  8.72e-02  9.50e-01  0.00000e+00  1.00000e+00
  61100000  1.794623e+04  1.379203e-04  5.833047e+04  1.141299e+00  1.462501e-04  9.17e+03  8.56e-02  9.50e-01  0.00000e+00  1.00000e+00
  61200000  1.795960e+04  1.336753e-04  5.866592e+04  1.141934e+00  1.457502e-04  8.94e+03  8.44e-02  9.50e-01  0.00000e+00  1.00000e+00
  61300000  1.797256e+04  1.296041e-04  5.899275e+04  1.142550e+00  1.452677e-04  8.72e+03  8.36e-02  9.50e-01  0.00000e+00  1.00000e+00
  61400000  1.798514e+04  1.258214e-04  5.931154e+04  1.143146e+00  1.448011e-04  8.52e+03  8.34e-02  9.50e-01  0.00000e+00  1.00000e+00
  61500000  1.799738e+04  1.224255e-04  5.962317e+04  1.143726e+00  1.443489e-04  8.34e+03  8.35e-02  9.50e-01  0.00000e+00  1.00000e+00
  61600000  1.800933e+04  1.194921e-04  5.992872e+04  1.144292e+00  1.439093e-04  8.18e+03  8.40e-02  9.50e-01  0.00000e+00  1.00000e+00
  61700000  1.802104e+04  1.170730e-04  6.022944e+04  1.144846e+00  1.434802e-04  8.06e+03  8.47e-02  9.50e-01  0.00000e+00  1.00000e+00
  61800000  1.803256e+04  1.151985e-04  6.052665e+04  1.145391e+00  1.430594e-04  7.98e+03  8.56e-02  9.50e-01  0.00000e+00  1.00000e+00
  61900000  1.804395e+04  1.138814e-04  6.082179e+04  1.145929e+00  1.426448e-04  7.93e+03  8.64e-02  9.50e-01  0.00000e+00  1.00000e+00
  62000000  1.805526e+04  1.131235e-04  6.111626e+04  1.146464e+00  1.422344e-04  7.92e+03  8.70e-02  9.50e-01  0.00000e+00  1.00000e+00
  62100000  1.806655e+04  1.129208e-04  6.141154e+04  1.146997e+00  1.418260e-04  7.95e+03  8.74e-02  9.50e-01  0.00000e+00  1.00000e+00
  62200000  1.807788e+04  1.132695e-04  6.170907e+04  1.147533e+00  1.414176e-04  8.01e+03  8.73e-02  9.50e-01  0.00000e+00  1.00000e+00
  62300000  1.808930e+04  1.141709e-04  6.201034e+04  1.148073e+00  1.410073e-04  8.12e+03  8.67e-02  9.50e-01  0.00000e+00  1.00000e+00
  62400000  1.810086e+04  1.156360e-04  6.231691e+04  1.148620e+00  1.405931e-04  8.27e+03  8.55e-02  9.50e-01  0.00000e+00  1.00000e+00
  62500000  1.811263e+04  1.176908e-04  6.263040e+04  1.149177e+00  1.401728e-04  8.46e+03  8.34e-02  9.50e-01  0.00000e+00  1.00000e+00
  62600000  1.812467e+04  1.203823e-04  6.295262e+04  1.149747e+00  1.397442e-04  8.70e+03  8.05e-02  9.50e-01  0.00000e+00  1.00000e+00
  62700000  1.813705e+04  1.237860e-04  6.328559e+04  1.150334e+00  1.393051e-04  9.00e+03  7.66e-02  9.50e-01  0.00000e+00  1.00000e+00
  62800000  1.814985e+04  1.280181e-04  6.363170e+04  1.150941e+00  1.388524e-04  9.36e+03  7.17e-02  9.50e-01  0.00000e+00  1.00000e+00
  62900000  1.816317e+04  1.332547e-04  6.399386e+04  1.151573e+00  1.383830e-04  9.81e+03  6.80e-02  9.50e-01  0.00000e+00  1.00000e+00
  63000000  1.817715e+04  1.397643e-04  6.437576e+04  1.152235e+00  1.378926e-04  1.04e+04  7.47e-02  9.50e-01  0.00000e+00  1.00000e+00
  63100000  1.819195e+04  1.479668e-04  6.478237e+04  1.152937e+00  1.373755e-04  1.10e+04  8.51e-02  9.50e-01  0.00000e+00  1.00000e+00
  63200000  1.820725e+04  1.530898e-04  6.520552e+04  1.153663e+00  1.368429e-04  1.15e+04  9.28e-02  9.50e-01  0.00000e+00  1.00000e+00
  63300000  1.822219e+04  1.493744e-04  6.562078e+04  1.154370e+00  1.363256e-04  1.13e+04  9.05e-02  9.50e-01  0.00000e+00  1.00000e+00
  63400000  1.823672e+04  1.452433e-04  6.602680e+04  1.155058e+00  1.358249e-04  1.11e+04  8.81e-02  9.50e-01  0.00000e+00  1.00000e+00
  63500000  1.825081e+04  1.409633e-04  6.642296e+04  1.155724e+00  1.353411e-04  1.08e+04  8.61e-02  9.50e-01  0.00000e+00  1.00000e+00
  63600000  1.826448e+04  1.366350e-04  6.680893e+04  1.156370e+00  1.348743e-04  1.05e+04  8.46e-02  9.50e-01  0.00000e+00  1.00000e+00
  63700000  1.827771e+04  1.323772e-04  6.718471e+04  1.156994e+00  1.344240e-04  1.03e+04  8.35e-02  9.50e-01  0.00000e+00  1.00000e+00
  63800000  1.829055e+04  1.283128e-04  6.755069e+04  1.157599e+00  1.339894e-04  1.00e+04  8.29e-02  9.50e-01  0.00000e+00  1.00000e+00
  63900000  1.830300e+04  1.245555e-04  6.790760e+04  1.158185e+00  1.335691e-04  9.78e+03  8.28e-02  9.50e-01  0.00000e+00  1.00000e+00
  64000000  1.831512e+04  1.212002e-04  6.825647e+04  1.158755e+00  1.331618e-04  9.58e+03  8.30e-02  9.50e-01  0.00000e+00  1.00000e+00
  64100000  1.832695e+04  1.183184e-04  6.859856e+04  1.159311e+00  1.327657e-04  9.40e+03  8.36e-02  9.50e-01  0.00000e+00  1.00000e+00
  64200000  1.833855e+04  1.159567e-04  6.893531e+04  1.159855e+00  1.323789e-04  9.26e+03  8.45e-02  9.50e-01  0.00000e+00  1.00000e+00
  64300000  1.834996e+04  1.141409e-04  6.926823e+04  1.160391e+00  1.319994e-04  9.17e+03  8.54e-02  9.50e-01  0.00000e+00  1.00000e+00
  64400000  1.836125e+04  1.128797e-04  6.959891e+04  1.160920e+00  1.316254e-04  9.11e+03  8.63e-02  9.50e-01  0.00000e+00  1.00000e+00
  64500000  1.837247e+04  1.121715e-04  6.992897e+04  1.161447e+00  1.312549e-04  9.10e+03  8.70e-02  9.50e-01  0.00000e+00  1.00000e+00
  64600000  1.838367e+04  1.120098e-04  7.026000e+04  1.161972e+00  1.308861e-04  9.14e+03  8.75e-02  9.50e-01  0.00000e+00  1.00000e+00
  64700000  1.839491e+04  1.123885e-04  7.059364e+04  1.162500e+00  1.305172e-04  9.21e+03  8.75e-02  9.50e-01  0.00000e+00  1.00000e+00
  64800000  1.840624e+04  1.133070e-04  7.093152e+04  1.163032e+00  1.301464e-04  9.34e+03  8.69e-02  9.50e-01  0.00000e+00  1.00000e+00
  64900000  1.841772e+04  1.147748e-04  7.127536e+04  1.163571e+00  1.297719e-04  9.51e+03  8.57e-02  9.50e-01  0.00000e+00  1.00000e+00
  65000000  1.842940e+04  1.168157e-04  7.162694e+04  1.164120e+00  1.293920e-04  9.73e+03  8.37e-02  9.50e-01  0.00000e+00  1.00000e+00
  65100000  1.844134e+04  1.194735e-04  7.198824e+04  1.164682e+00  1.290046e-04  1.00e+04  8.09e-02  9.50e-01  0.00000e+00  1.00000e+00
  65200000  1.845363e+04  1.228197e-04  7.236146e+04  1.165260e+00  1.286077e-04  1.03e+04  7.70e-02  9.50e-01  0.00000e+00  1.00000e+00
  65300000  1.846632e+04  1.269642e-04  7.274921e+04  1.165857e+00  1.281987e-04  1.08e+04  7.22e-02  9.50e-01  0.00000e+00  1.00000e+00
  65400000  1.847953e+04  1.320729e-04  7.315463e+04  1.166479e+00  1.277748e-04  1.13e+04  6.75e-02  9.50e-01  0.00000e+00  1.00000e+00
  65500000  1.849337e+04  1.383983e-04  7.358174e+04  1.167131e+00  1.273323e-04  1.19e+04  7.29e-02  9.50e-01  0.00000e+00  1.00000e+00
  65600000  1.850800e+04  1.463327e-04  7.403583e+04  1.167820e+00  1.268663e-04  1.26e+04  8.27e-02  9.50e-01  0.00000e+00  1.00000e+00
  65700000  1.852331e+04  1.530529e-04  7.451350e+04  1.168540e+00  1.263811e-04  1.33e+04  9.20e-02  9.50e-01  0.00000e+00  1.00000e+00
  65800000  1.853831e+04  1.499875e-04  7.498429e+04  1.169246e+00  1.259077e-04  1.31e+04  9.03e-02  9.50e-01  0.00000e+00  1.00000e+00
  65900000  1.855290e+04  1.458913e-04  7.544474e+04  1.169932e+00  1.254493e-04  1.29e+04  8.79e-02  9.50e-01  0.00000e+00  1.00000e+00
  66000000  1.856706e+04  1.416168e-04  7.589407e+04  1.170597e+00  1.250063e-04  1.26e+04  8.58e-02  9.50e-01  0.00000e+00  1.00000e+00
  66100000  1.858078e+04  1.372606e-04  7.633178e+04  1.171241e+00  1.245789e-04  1.23e+04  8.41e-02  9.50e-01  0.00000e+00  1.00000e+00
  66200000  1.859408e+04  1.329408e-04  7.675779e+04  1.171863e+00  1.241667e-04  1.19e+04  8.30e-02  9.50e-01  0.00000e+00  1.00000e+00
  66300000  1.860696e+04  1.287825e-04  7.717243e+04  1.172466e+00  1.237690e-04  1.16e+04  8.23e-02  9.50e-01  0.00000e+00  1.00000e+00
  66400000  1.861945e+04  1.249039e-04  7.757642e+04  1.173050e+00  1.233849e-04  1.14e+04  8.21e-02  9.50e-01  0.00000e+00  1.00000e+00
  66500000  1.863159e+04  1.214061e-04  7.797084e+04  1.173616e+00  1.230130e-04  1.11e+04  8.24e-02  9.50e-01  0.00000e+00  1.00000e+00
  66600000  1.864342e+04  1.183662e-04  7.835708e+04  1.174168e+00  1.226517e-04  1.09e+04  8.30e-02  9.50e-01  0.00000e+00  1.00000e+00
  66700000  1.865501e+04  1.158366e-04  7.873671e+04  1.174708e+00  1.222995e-04  1.07e+04  8.38e-02  9.50e-01  0.00000e+00  1.00000e+00
  66800000  1.866639e+04  1.138467e-04  7.911142e+04  1.175239e+00  1.219544e-04  1.06e+04  8.48e-02  9.50e-01  0.00000e+00  1.00000e+00
  66900000  1.867763e+04  1.124075e-04  7.948298e+04  1.175762e+00  1.216149e-04  1.05e+04  8.58e-02  9.50e-01  0.00000e+00  1.00000e+00
  67000000  1.868879e+04  1.115178e-04  7.985320e+04  1.176282e+00  1.212790e-04  1.05e+04  8.67e-02  9.50e-01  0.00000e+00  1.00000e+00
  67100000  1.869990e+04  1.111697e-04  8.022385e+04  1.176799e+00  1.209453e-04  1.05e+04  8.74e-02  9.50e-01  0.00000e+00  1.00000e+00
  67200000  1.871104e+04  1.113542e-04  8.059675e+04  1.177318e+00  1.206120e-04  1.06e+04  8.77e-02  9.50e-01  0.00000e+00  1.00000e+00
  67300000  1.872224e+04  1.120664e-04  8.097369e+04  1.177841e+00  1.202776e-04  1.07e+04  8.74e-02  9.50e-01  0.00000e+00  1.00000e+00
